Datum;Anfang;Ende;Deutschland/Luxemburg [€/MWh] Berechnete Auflösungen;∅ Anrainer DE/LU [€/MWh] Berechnete Auflösungen;Belgien [€/MWh] Berechnete Auflösungen;Dänemark 1 [€/MWh] Berechnete Auflösungen;Dänemark 2 [€/MWh] Berechnete Auflösungen;Frankreich [€/MWh] Berechnete Auflösungen;Niederlande [€/MWh] Berechnete Auflösungen;Norwegen 2 [€/MWh] Berechnete Auflösungen;Österreich [€/MWh] Berechnete Auflösungen;Polen [€/MWh] Berechnete Auflösungen;Schweden 4 [€/MWh] Berechnete Auflösungen;Schweiz [€/MWh] Berechnete Auflösungen;Tschechien [€/MWh] Berechnete Auflösungen;DE/AT/LU [€/MWh] Berechnete Auflösungen;Italien (Nord) [€/MWh] Berechnete Auflösungen;Slowenien [€/MWh] Berechnete Auflösungen;Ungarn [€/MWh] Berechnete Auflösungen
27.11.2023;12:30;12:45;133,97;132,6;133,97;129,82;130,76;133,97;133,97;129,82;133,97;133,97;130,76;133,65;133,97;-;135,2;133,97;133,97
27.11.2023;12:45;13:00;133,97;132,6;133,97;129,82;130,76;133,97;133,97;129,82;133,97;133,97;130,76;133,65;133,97;-;135,2;133,97;133,97
27.11.2023;13:00;13:15;132,67;130,89;132,67;128,56;128,56;132,67;132,67;128,56;132,67;132,67;128,56;129,52;132,67;-;135,2;132,67;132,67
27.11.2023;13:15;13:30;132,67;130,89;132,67;128,56;128,56;132,67;132,67;128,56;132,67;132,67;128,56;129,52;132,67;-;135,2;132,67;132,67
27.11.2023;13:30;13:45;132,67;130,89;132,67;128,56;128,56;132,67;132,67;128,56;132,67;132,67;128,56;129,52;132,67;-;135,2;132,67;132,67
27.11.2023;13:45;14:00;132,67;130,89;132,67;128,56;128,56;132,67;132,67;128,56;132,67;132,67;128,56;129,52;132,67;-;135,2;132,67;132,67
27.11.2023;14:00;14:15;130;130,39;130;125,59;125,59;130;130,09;125,59;133,16;145,1;125,59;130,63;132,9;-;142,83;137,15;137,54
27.11.2023;14:15;14:30;130;130,39;130;125,59;125,59;130;130,09;125,59;133,16;145,1;125,59;130,63;132,9;-;142,83;137,15;137,54
27.11.2023;14:30;14:45;130;130,39;130;125,59;125,59;130;130,09;125,59;133,16;145,1;125,59;130,63;132,9;-;142,83;137,15;137,54
27.11.2023;14:45;15:00;130;130,39;130;125,59;125,59;130;130,09;125,59;133,16;145,1;125,59;130,63;132,9;-;142,83;137,15;137,54
27.11.2023;15:00;15:15;121,21;126,21;121,63;117,45;117,45;122,1;121,63;117,45;129,47;163,42;117,45;130,99;129,29;-;154,99;143,81;143,81
27.11.2023;15:15;15:30;121,21;126,21;121,63;117,45;117,45;122,1;121,63;117,45;129,47;163,42;117,45;130,99;129,29;-;154,99;143,81;143,81
27.11.2023;15:30;15:45;121,21;126,21;121,63;117,45;117,45;122,1;121,63;117,45;129,47;163,42;117,45;130,99;129,29;-;154,99;143,81;143,81
27.11.2023;15:45;16:00;121,21;126,21;121,63;117,45;117,45;122,1;121,63;117,45;129,47;163,42;117,45;130,99;129,29;-;154,99;143,81;143,81
27.11.2023;16:00;16:15;115,86;123,92;117,7;113,08;113,08;119,48;116,84;113,08;131,81;169,68;113,08;130,69;124,56;-;161,1;161,1;161,1
27.11.2023;16:15;16:30;115,86;123,92;117,7;113,08;113,08;119,48;116,84;113,08;131,81;169,68;113,08;130,69;124,56;-;161,1;161,1;161,1
27.11.2023;16:30;16:45;115,86;123,92;117,7;113,08;113,08;119,48;116,84;113,08;131,81;169,68;113,08;130,69;124,56;-;161,1;161,1;161,1
27.11.2023;16:45;17:00;115,86;123,92;117,7;113,08;113,08;119,48;116,84;113,08;131,81;169,68;113,08;130,69;124,56;-;161,1;161,1;161,1
27.11.2023;17:00;17:15;124,53;129,03;125,99;121,54;121,54;127,2;125,56;121,54;130,06;160,21;121,54;132,67;131,44;-;163,68;163,68;145,99
27.11.2023;17:15;17:30;124,53;129,03;125,99;121,54;121,54;127,2;125,56;121,54;130,06;160,21;121,54;132,67;131,44;-;163,68;163,68;145,99
27.11.2023;17:30;17:45;124,53;129,03;125,99;121,54;121,54;127,2;125,56;121,54;130,06;160,21;121,54;132,67;131,44;-;163,68;163,68;145,99
27.11.2023;17:45;18:00;124,53;129,03;125,99;121,54;121,54;127,2;125,56;121,54;130,06;160,21;121,54;132,67;131,44;-;163,68;163,68;145,99
27.11.2023;18:00;18:15;123,22;126,36;130,11;114,98;114,98;128,9;129,1;114,98;130,5;150,54;114,98;131,6;129,27;-;150,15;145,78;138,46
27.11.2023;18:15;18:30;123,22;126,36;130,11;114,98;114,98;128,9;129,1;114,98;130,5;150,54;114,98;131,6;129,27;-;150,15;145,78;138,46
27.11.2023;18:30;18:45;123,22;126,36;130,11;114,98;114,98;128,9;129,1;114,98;130,5;150,54;114,98;131,6;129,27;-;150,15;145,78;138,46
27.11.2023;18:45;19:00;123,22;126,36;130,11;114,98;114,98;128,9;129,1;114,98;130,5;150,54;114,98;131,6;129,27;-;150,15;145,78;138,46
27.11.2023;19:00;19:15;117,12;118,82;131,4;102,2;102,2;127,33;105,58;102,2;129,2;150,78;102,2;128,47;125,43;-;148;134,43;135,18
27.11.2023;19:15;19:30;117,12;118,82;131,4;102,2;102,2;127,33;105,58;102,2;129,2;150,78;102,2;128,47;125,43;-;148;134,43;135,18
27.11.2023;19:30;19:45;117,12;118,82;131,4;102,2;102,2;127,33;105,58;102,2;129,2;150,78;102,2;128,47;125,43;-;148;134,43;135,18
27.11.2023;19:45;20:00;117,12;118,82;131,4;102,2;102,2;127,33;105,58;102,2;129,2;150,78;102,2;128,47;125,43;-;148;134,43;135,18
27.11.2023;20:00;20:15;100,61;113,51;126;94,67;97,49;118,44;109;97,49;117,77;150,31;97,49;126,77;113,18;-;136,06;121,8;127,18
27.11.2023;20:15;20:30;100,61;113,51;126;94,67;97,49;118,44;109;97,49;117,77;150,31;97,49;126,77;113,18;-;136,06;121,8;127,18
27.11.2023;20:30;20:45;100,61;113,51;126;94,67;97,49;118,44;109;97,49;117,77;150,31;97,49;126,77;113,18;-;136,06;121,8;127,18
27.11.2023;20:45;21:00;100,61;113,51;126;94,67;97,49;118,44;109;97,49;117,77;150,31;97,49;126,77;113,18;-;136,06;121,8;127,18
27.11.2023;21:00;21:15;94,46;102,72;106,06;91,53;91,53;102,8;108,1;91,53;102,9;116,84;91,53;126,86;100,19;-;132,73;105,95;106,98
27.11.2023;21:15;21:30;94,46;102,72;106,06;91,53;91,53;102,8;108,1;91,53;102,9;116,84;91,53;126,86;100,19;-;132,73;105,95;106,98
27.11.2023;21:30;21:45;94,46;102,72;106,06;91,53;91,53;102,8;108,1;91,53;102,9;116,84;91,53;126,86;100,19;-;132,73;105,95;106,98
27.11.2023;21:45;22:00;94,46;102,72;106,06;91,53;91,53;102,8;108,1;91,53;102,9;116,84;91,53;126,86;100,19;-;132,73;105,95;106,98
27.11.2023;22:00;22:15;95,2;95,48;102,49;83,43;83,43;100;94,3;88,66;97,1;94,74;83,43;126,7;96,01;-;129,1;98,25;96,36
27.11.2023;22:15;22:30;95,2;95,48;102,49;83,43;83,43;100;94,3;88,66;97,1;94,74;83,43;126,7;96,01;-;129,1;98,25;96,36
27.11.2023;22:30;22:45;95,2;95,48;102,49;83,43;83,43;100;94,3;88,66;97,1;94,74;83,43;126,7;96,01;-;129,1;98,25;96,36
27.11.2023;22:45;23:00;95,2;95,48;102,49;83,43;83,43;100;94,3;88,66;97,1;94,74;83,43;126,7;96,01;-;129,1;98,25;96,36
27.11.2023;23:00;23:15;85,06;87,25;85,14;80,74;80,74;85,11;84,89;83,15;85,08;85,07;80,74;124,02;85,07;-;120;85,08;85,08
27.11.2023;23:15;23:30;85,06;87,25;85,14;80,74;80,74;85,11;84,89;83,15;85,08;85,07;80,74;124,02;85,07;-;120;85,08;85,08
27.11.2023;23:30;23:45;85,06;87,25;85,14;80,74;80,74;85,11;84,89;83,15;85,08;85,07;80,74;124,02;85,07;-;120;85,08;85,08
27.11.2023;23:45;00:00;85,06;87,25;85,14;80,74;80,74;85,11;84,89;83,15;85,08;85,07;80,74;124,02;85,07;-;120;85,08;85,08
28.11.2023;00:00;00:15;77,74;76,93;77,74;77,74;51,02;77,74;77,74;80,84;77,74;78,05;51,02;118,9;77,74;-;116,35;77,74;77,74
28.11.2023;00:15;00:30;77,74;76,93;77,74;77,74;51,02;77,74;77,74;80,84;77,74;78,05;51,02;118,9;77,74;-;116,35;77,74;77,74
28.11.2023;00:30;00:45;77,74;76,93;77,74;77,74;51,02;77,74;77,74;80,84;77,74;78,05;51,02;118,9;77,74;-;116,35;77,74;77,74
28.11.2023;00:45;01:00;77,74;76,93;77,74;77,74;51,02;77,74;77,74;80,84;77,74;78,05;51,02;118,9;77,74;-;116,35;77,74;77,74
28.11.2023;01:00;01:15;70,49;71,58;70,49;70,49;45,41;70,49;70,49;73,77;70,49;86,23;45,41;113,64;70,49;-;112,24;70,49;70,49
28.11.2023;01:15;01:30;70,49;71,58;70,49;70,49;45,41;70,49;70,49;73,77;70,49;86,23;45,41;113,64;70,49;-;112,24;70,49;70,49
28.11.2023;01:30;01:45;70,49;71,58;70,49;70,49;45,41;70,49;70,49;73,77;70,49;86,23;45,41;113,64;70,49;-;112,24;70,49;70,49
28.11.2023;01:45;02:00;70,49;71,58;70,49;70,49;45,41;70,49;70,49;73,77;70,49;86,23;45,41;113,64;70,49;-;112,24;70,49;70,49
28.11.2023;02:00;02:15;67,47;68,3;67,47;67,47;40,04;67,47;67,47;69,7;67,47;88,43;40,04;108,24;67,47;-;106,06;67,47;67,47
28.11.2023;02:15;02:30;67,47;68,3;67,47;67,47;40,04;67,47;67,47;69,7;67,47;88,43;40,04;108,24;67,47;-;106,06;67,47;67,47
28.11.2023;02:30;02:45;67,47;68,3;67,47;67,47;40,04;67,47;67,47;69,7;67,47;88,43;40,04;108,24;67,47;-;106,06;67,47;67,47
28.11.2023;02:45;03:00;67,47;68,3;67,47;67,47;40,04;67,47;67,47;69,7;67,47;88,43;40,04;108,24;67,47;-;106,06;67,47;67,47
28.11.2023;03:00;03:15;64,5;66,67;64,49;64,5;40,05;64,47;64,5;68,83;64,46;90,4;40,05;107,07;64,59;-;106,77;64,09;65,08
28.11.2023;03:15;03:30;64,5;66,67;64,49;64,5;40,05;64,47;64,5;68,83;64,46;90,4;40,05;107,07;64,59;-;106,77;64,09;65,08
28.11.2023;03:30;03:45;64,5;66,67;64,49;64,5;40,05;64,47;64,5;68,83;64,46;90,4;40,05;107,07;64,59;-;106,77;64,09;65,08
28.11.2023;03:45;04:00;64,5;66,67;64,49;64,5;40,05;64,47;64,5;68,83;64,46;90,4;40,05;107,07;64,59;-;106,77;64,09;65,08
28.11.2023;04:00;04:15;68,29;69,21;68,29;68,29;40,1;68,29;68,29;72,65;68,29;89,13;40,1;109,56;68,29;-;106,67;68,29;68,29
28.11.2023;04:15;04:30;68,29;69,21;68,29;68,29;40,1;68,29;68,29;72,65;68,29;89,13;40,1;109,56;68,29;-;106,67;68,29;68,29
28.11.2023;04:30;04:45;68,29;69,21;68,29;68,29;40,1;68,29;68,29;72,65;68,29;89,13;40,1;109,56;68,29;-;106,67;68,29;68,29
28.11.2023;04:45;05:00;68,29;69,21;68,29;68,29;40,1;68,29;68,29;72,65;68,29;89,13;40,1;109,56;68,29;-;106,67;68,29;68,29
28.11.2023;05:00;05:15;80,06;82,97;80,11;80,06;78,13;80,15;80,08;80,62;80,76;82,66;78,13;111,36;80,58;-;116,61;80,89;81,28
28.11.2023;05:15;05:30;80,06;82,97;80,11;80,06;78,13;80,15;80,08;80,62;80,76;82,66;78,13;111,36;80,58;-;116,61;80,89;81,28
28.11.2023;05:30;05:45;80,06;82,97;80,11;80,06;78,13;80,15;80,08;80,62;80,76;82,66;78,13;111,36;80,58;-;116,61;80,89;81,28
28.11.2023;05:45;06:00;80,06;82,97;80,11;80,06;78,13;80,15;80,08;80,62;80,76;82,66;78,13;111,36;80,58;-;116,61;80,89;81,28
28.11.2023;06:00;06:15;89,34;99,27;97,62;89,34;89,34;95,5;97,62;89,34;99;120,54;89,34;128,07;96,3;-;130,6;101,3;104,99
28.11.2023;06:15;06:30;89,34;99,27;97,62;89,34;89,34;95,5;97,62;89,34;99;120,54;89,34;128,07;96,3;-;130,6;101,3;104,99
28.11.2023;06:30;06:45;89,34;99,27;97,62;89,34;89,34;95,5;97,62;89,34;99;120,54;89,34;128,07;96,3;-;130,6;101,3;104,99
28.11.2023;06:45;07:00;89,34;99,27;97,62;89,34;89,34;95,5;97,62;89,34;99;120,54;89,34;128,07;96,3;-;130,6;101,3;104,99
28.11.2023;07:00;07:15;116,42;121,27;118,38;116,42;116,42;118,38;118,38;112,82;122,26;142,02;116,42;130,7;121,79;-;143,19;127,14;129,97
28.11.2023;07:15;07:30;116,42;121,27;118,38;116,42;116,42;118,38;118,38;112,82;122,26;142,02;116,42;130,7;121,79;-;143,19;127,14;129,97
28.11.2023;07:30;07:45;116,42;121,27;118,38;116,42;116,42;118,38;118,38;112,82;122,26;142,02;116,42;130,7;121,79;-;143,19;127,14;129,97
28.11.2023;07:45;08:00;116,42;121,27;118,38;116,42;116,42;118,38;118,38;112,82;122,26;142,02;116,42;130,7;121,79;-;143,19;127,14;129,97
28.11.2023;08:00;08:15;127,03;130,94;127,87;127,03;127,03;128,42;127,6;127,03;130,5;149,38;127,03;137,06;131,38;-;150,27;138,76;138,72
28.11.2023;08:15;08:30;127,03;130,94;127,87;127,03;127,03;128,42;127,6;127,03;130,5;149,38;127,03;137,06;131,38;-;150,27;138,76;138,72
28.11.2023;08:30;08:45;127,03;130,94;127,87;127,03;127,03;128,42;127,6;127,03;130,5;149,38;127,03;137,06;131,38;-;150,27;138,76;138,72
28.11.2023;08:45;09:00;127,03;130,94;127,87;127,03;127,03;128,42;127,6;127,03;130,5;149,38;127,03;137,06;131,38;-;150,27;138,76;138,72
28.11.2023;09:00;09:15;138,08;139,18;138,37;138,08;138,08;138,58;138,28;138,08;139,59;146,95;138,08;137,07;139,82;-;143,99;142,74;142,74
28.11.2023;09:15;09:30;138,08;139,18;138,37;138,08;138,08;138,58;138,28;138,08;139,59;146,95;138,08;137,07;139,82;-;143,99;142,74;142,74
28.11.2023;09:30;09:45;138,08;139,18;138,37;138,08;138,08;138,58;138,28;138,08;139,59;146,95;138,08;137,07;139,82;-;143,99;142,74;142,74
28.11.2023;09:45;10:00;138,08;139,18;138,37;138,08;138,08;138,58;138,28;138,08;139,59;146,95;138,08;137,07;139,82;-;143,99;142,74;142,74
28.11.2023;10:00;10:15;139,3;139,16;139,25;139,3;139,3;139,21;139,27;139,3;139,24;139,73;139,3;137,43;139,48;-;139,21;138,33;140,45
28.11.2023;10:15;10:30;139,3;139,16;139,25;139,3;139,3;139,21;139,27;139,3;139,24;139,73;139,3;137,43;139,48;-;139,21;138,33;140,45
28.11.2023;10:30;10:45;139,3;139,16;139,25;139,3;139,3;139,21;139,27;139,3;139,24;139,73;139,3;137,43;139,48;-;139,21;138,33;140,45
28.11.2023;10:45;11:00;139,3;139,16;139,25;139,3;139,3;139,21;139,27;139,3;139,24;139,73;139,3;137,43;139,48;-;139,21;138,33;140,45
28.11.2023;11:00;11:15;138,5;138,81;138,51;138,5;138,5;138,52;138,51;138,5;139,2;142,15;138,5;136,64;139,34;-;138,52;138,52;141,33
28.11.2023;11:15;11:30;138,5;138,81;138,51;138,5;138,5;138,52;138,51;138,5;139,2;142,15;138,5;136,64;139,34;-;138,52;138,52;141,33
28.11.2023;11:30;11:45;138,5;138,81;138,51;138,5;138,5;138,52;138,51;138,5;139,2;142,15;138,5;136,64;139,34;-;138,52;138,52;141,33
28.11.2023;11:45;12:00;138,5;138,81;138,51;138,5;138,5;138,52;138,51;138,5;139,2;142,15;138,5;136,64;139,34;-;138,52;138,52;141,33
28.11.2023;12:00;12:15;135,6;136,06;135,62;135,6;135,6;135,64;135,61;135,6;136,35;139,24;135,6;135,34;136,42;-;135,75;135,75;138,24
28.11.2023;12:15;12:30;135,6;136,06;135,62;135,6;135,6;135,64;135,61;135,6;136,35;139,24;135,6;135,34;136,42;-;135,75;135,75;138,24
28.11.2023;12:30;12:45;135,6;136,06;135,62;135,6;135,6;135,64;135,61;135,6;136,35;139,24;135,6;135,34;136,42;-;135,75;135,75;138,24
28.11.2023;12:45;13:00;135,6;136,06;135,62;135,6;135,6;135,64;135,61;135,6;136,35;139,24;135,6;135,34;136,42;-;135,75;135,75;138,24
28.11.2023;13:00;13:15;137,72;137,58;137,73;137,72;137,72;137,74;137,73;133,73;138,42;141,21;137,72;135,16;138,51;-;137,74;137,74;140,35
28.11.2023;13:15;13:30;137,72;137,58;137,73;137,72;137,72;137,74;137,73;133,73;138,42;141,21;137,72;135,16;138,51;-;137,74;137,74;140,35
28.11.2023;13:30;13:45;137,72;137,58;137,73;137,72;137,72;137,74;137,73;133,73;138,42;141,21;137,72;135,16;138,51;-;137,74;137,74;140,35
28.11.2023;13:45;14:00;137,72;137,58;137,73;137,72;137,72;137,74;137,73;133,73;138,42;141,21;137,72;135,16;138,51;-;137,74;137,74;140,35
28.11.2023;14:00;14:15;144,04;143,07;143,98;144,04;144,04;143,92;144,01;139,86;143,96;144,6;144,04;137,1;144,27;-;143,92;142,77;145,53
28.11.2023;14:15;14:30;144,04;143,07;143,98;144,04;144,04;143,92;144,01;139,86;143,96;144,6;144,04;137,1;144,27;-;143,92;142,77;145,53
28.11.2023;14:30;14:45;144,04;143,07;143,98;144,04;144,04;143,92;144,01;139,86;143,96;144,6;144,04;137,1;144,27;-;143,92;142,77;145,53
28.11.2023;14:45;15:00;144,04;143,07;143,98;144,04;144,04;143,92;144,01;139,86;143,96;144,6;144,04;137,1;144,27;-;143,92;142,77;145,53
28.11.2023;15:00;15:15;150;148,76;150;150;150;150;150;145,65;150;150;150;140,68;150;-;150;150;150
28.11.2023;15:15;15:30;150;148,76;150;150;150;150;150;145,65;150;150;150;140,68;150;-;150;150;150
28.11.2023;15:30;15:45;150;148,76;150;150;150;150;150;145,65;150;150;150;140,68;150;-;150;150;150
28.11.2023;15:45;16:00;150;148,76;150;150;150;150;150;145,65;150;150;150;140,68;150;-;150;150;150
28.11.2023;16:00;16:15;164,01;162,12;164,01;164,01;164,01;164,01;164,01;159,25;164,01;164,01;164,01;147,98;164,01;-;164,01;164,01;164,01
28.11.2023;16:15;16:30;164,01;162,12;164,01;164,01;164,01;164,01;164,01;159,25;164,01;164,01;164,01;147,98;164,01;-;164,01;164,01;164,01
28.11.2023;16:30;16:45;164,01;162,12;164,01;164,01;164,01;164,01;164,01;159,25;164,01;164,01;164,01;147,98;164,01;-;164,01;164,01;164,01
28.11.2023;16:45;17:00;164,01;162,12;164,01;164,01;164,01;164,01;164,01;159,25;164,01;164,01;164,01;147,98;164,01;-;164,01;164,01;164,01
28.11.2023;17:00;17:15;189,98;185,07;189,98;189,98;189,98;189,98;189,98;189,98;189,98;161,7;189,98;164,3;189,98;-;189,98;189,98;189,98
28.11.2023;17:15;17:30;189,98;185,07;189,98;189,98;189,98;189,98;189,98;189,98;189,98;161,7;189,98;164,3;189,98;-;189,98;189,98;189,98
28.11.2023;17:30;17:45;189,98;185,07;189,98;189,98;189,98;189,98;189,98;189,98;189,98;161,7;189,98;164,3;189,98;-;189,98;189,98;189,98
28.11.2023;17:45;18:00;189,98;185,07;189,98;189,98;189,98;189,98;189,98;189,98;189,98;161,7;189,98;164,3;189,98;-;189,98;189,98;189,98
28.11.2023;18:00;18:15;177;174,97;177;177;177;177;177;177;177;165,87;177;165,82;177;-;177;177;177
28.11.2023;18:15;18:30;177;174,97;177;177;177;177;177;177;177;165,87;177;165,82;177;-;177;177;177
28.11.2023;18:30;18:45;177;174,97;177;177;177;177;177;177;177;165,87;177;165,82;177;-;177;177;177
28.11.2023;18:45;19:00;177;174,97;177;177;177;177;177;177;177;165,87;177;165,82;177;-;177;177;177
28.11.2023;19:00;19:15;160,2;158,52;161,68;160,2;160,2;161,99;161,49;155,55;156,09;159,1;159,1;149,94;158,34;-;161,99;158,55;158,55
28.11.2023;19:15;19:30;160,2;158,52;161,68;160,2;160,2;161,99;161,49;155,55;156,09;159,1;159,1;149,94;158,34;-;161,99;158,55;158,55
28.11.2023;19:30;19:45;160,2;158,52;161,68;160,2;160,2;161,99;161,49;155,55;156,09;159,1;159,1;149,94;158,34;-;161,99;158,55;158,55
28.11.2023;19:45;20:00;160,2;158,52;161,68;160,2;160,2;161,99;161,49;155,55;156,09;159,1;159,1;149,94;158,34;-;161,99;158,55;158,55
28.11.2023;20:00;20:15;139,12;139,09;140,69;139,12;139,12;140,98;140,51;138,85;134,91;138,85;138,85;139,47;138,66;-;143,83;137,27;138,56
28.11.2023;20:15;20:30;139,12;139,09;140,69;139,12;139,12;140,98;140,51;138,85;134,91;138,85;138,85;139,47;138,66;-;143,83;137,27;138,56
28.11.2023;20:30;20:45;139,12;139,09;140,69;139,12;139,12;140,98;140,51;138,85;134,91;138,85;138,85;139,47;138,66;-;143,83;137,27;138,56
28.11.2023;20:45;21:00;139,12;139,09;140,69;139,12;139,12;140,98;140,51;138,85;134,91;138,85;138,85;139,47;138,66;-;143,83;137,27;138,56
28.11.2023;21:00;21:15;125,45;125,58;130,28;125,45;125,45;129,3;120;121,56;122,32;125,44;125,44;130,73;125,41;-;135;124,94;125,05
28.11.2023;21:15;21:30;125,45;125,58;130,28;125,45;125,45;129,3;120;121,56;122,32;125,44;125,44;130,73;125,41;-;135;124,94;125,05
28.11.2023;21:30;21:45;125,45;125,58;130,28;125,45;125,45;129,3;120;121,56;122,32;125,44;125,44;130,73;125,41;-;135;124,94;125,05
28.11.2023;21:45;22:00;125,45;125,58;130,28;125,45;125,45;129,3;120;121,56;122,32;125,44;125,44;130,73;125,41;-;135;124,94;125,05
28.11.2023;22:00;22:15;116,84;117,52;119,44;116,84;116,84;119,76;116,84;113,62;114,64;115,85;115,85;128,57;114,49;-;128,5;112,77;117,95
28.11.2023;22:15;22:30;116,84;117,52;119,44;116,84;116,84;119,76;116,84;113,62;114,64;115,85;115,85;128,57;114,49;-;128,5;112,77;117,95
28.11.2023;22:30;22:45;116,84;117,52;119,44;116,84;116,84;119,76;116,84;113,62;114,64;115,85;115,85;128,57;114,49;-;128,5;112,77;117,95
28.11.2023;22:45;23:00;116,84;117,52;119,44;116,84;116,84;119,76;116,84;113,62;114,64;115,85;115,85;128,57;114,49;-;128,5;112,77;117,95
28.11.2023;23:00;23:15;109,41;108,35;109,32;109,41;109,41;109,08;109,29;105,62;101,84;105,62;105,62;124,04;102,58;-;118,4;100,6;106,16
28.11.2023;23:15;23:30;109,41;108,35;109,32;109,41;109,41;109,08;109,29;105,62;101,84;105,62;105,62;124,04;102,58;-;118,4;100,6;106,16
28.11.2023;23:30;23:45;109,41;108,35;109,32;109,41;109,41;109,08;109,29;105,62;101,84;105,62;105,62;124,04;102,58;-;118,4;100,6;106,16
28.11.2023;23:45;00:00;109,41;108,35;109,32;109,41;109,41;109,08;109,29;105,62;101,84;105,62;105,62;124,04;102,58;-;118,4;100,6;106,16
29.11.2023;00:00;00:15;98,43;100,79;98,42;98,43;98,43;98,41;98,43;98,43;98,42;101,57;98,43;121,29;98,47;-;105,5;98,25;98,63
29.11.2023;00:15;00:30;98,43;100,79;98,42;98,43;98,43;98,41;98,43;98,43;98,42;101,57;98,43;121,29;98,47;-;105,5;98,25;98,63
29.11.2023;00:30;00:45;98,43;100,79;98,42;98,43;98,43;98,41;98,43;98,43;98,42;101,57;98,43;121,29;98,47;-;105,5;98,25;98,63
29.11.2023;00:45;01:00;98,43;100,79;98,42;98,43;98,43;98,41;98,43;98,43;98,42;101,57;98,43;121,29;98,47;-;105,5;98,25;98,63
29.11.2023;01:00;01:15;95,17;98,48;95,03;95,17;95,17;94,87;95,11;95,17;95,02;108,68;95,17;118,08;95,79;-;100;92,07;98,53
29.11.2023;01:15;01:30;95,17;98,48;95,03;95,17;95,17;94,87;95,11;95,17;95,02;108,68;95,17;118,08;95,79;-;100;92,07;98,53
29.11.2023;01:30;01:45;95,17;98,48;95,03;95,17;95,17;94,87;95,11;95,17;95,02;108,68;95,17;118,08;95,79;-;100;92,07;98,53
29.11.2023;01:45;02:00;95,17;98,48;95,03;95,17;95,17;94,87;95,11;95,17;95,02;108,68;95,17;118,08;95,79;-;100;92,07;98,53
29.11.2023;02:00;02:15;92,03;95,84;92,1;92,03;92,03;92,17;92,08;91,06;91,39;109,4;92,03;118,11;91,85;-;97,88;93,52;93,33
29.11.2023;02:15;02:30;92,03;95,84;92,1;92,03;92,03;92,17;92,08;91,06;91,39;109,4;92,03;118,11;91,85;-;97,88;93,52;93,33
29.11.2023;02:30;02:45;92,03;95,84;92,1;92,03;92,03;92,17;92,08;91,06;91,39;109,4;92,03;118,11;91,85;-;97,88;93,52;93,33
29.11.2023;02:45;03:00;92,03;95,84;92,1;92,03;92,03;92,17;92,08;91,06;91,39;109,4;92,03;118,11;91,85;-;97,88;93,52;93,33
29.11.2023;03:00;03:15;85,88;90,97;86,29;85,88;85,88;86,74;86,12;86,85;84,56;109,27;83,82;120,92;84,33;-;103,17;94,94;83,15
29.11.2023;03:15;03:30;85,88;90,97;86,29;85,88;85,88;86,74;86,12;86,85;84,56;109,27;83,82;120,92;84,33;-;103,17;94,94;83,15
29.11.2023;03:30;03:45;85,88;90,97;86,29;85,88;85,88;86,74;86,12;86,85;84,56;109,27;83,82;120,92;84,33;-;103,17;94,94;83,15
29.11.2023;03:45;04:00;85,88;90,97;86,29;85,88;85,88;86,74;86,12;86,85;84,56;109,27;83,82;120,92;84,33;-;103,17;94,94;83,15
29.11.2023;04:00;04:15;84,91;90,38;85;84,91;84,91;85,1;84,94;86,69;84,91;107,8;84,27;121,24;84,44;-;101,46;86,33;83,76
29.11.2023;04:15;04:30;84,91;90,38;85;84,91;84,91;85,1;84,94;86,69;84,91;107,8;84,27;121,24;84,44;-;101,46;86,33;83,76
29.11.2023;04:30;04:45;84,91;90,38;85;84,91;84,91;85,1;84,94;86,69;84,91;107,8;84,27;121,24;84,44;-;101,46;86,33;83,76
29.11.2023;04:45;05:00;84,91;90,38;85;84,91;84,91;85,1;84,94;86,69;84,91;107,8;84,27;121,24;84,44;-;101,46;86,33;83,76
29.11.2023;05:00;05:15;95,7;98,18;95,7;95,7;95,7;95,7;95,7;93,92;95,7;97,72;95,7;122,71;95,7;-;113,82;95,7;95,7
29.11.2023;05:15;05:30;95,7;98,18;95,7;95,7;95,7;95,7;95,7;93,92;95,7;97,72;95,7;122,71;95,7;-;113,82;95,7;95,7
29.11.2023;05:30;05:45;95,7;98,18;95,7;95,7;95,7;95,7;95,7;93,92;95,7;97,72;95,7;122,71;95,7;-;113,82;95,7;95,7
29.11.2023;05:45;06:00;95,7;98,18;95,7;95,7;95,7;95,7;95,7;93,92;95,7;97,72;95,7;122,71;95,7;-;113,82;95,7;95,7
29.11.2023;06:00;06:15;102,84;110,6;104,16;102,84;102,84;105,07;102,84;102,84;112,11;141,77;102,84;128,92;110,34;-;125,87;118,19;119,93
29.11.2023;06:15;06:30;102,84;110,6;104,16;102,84;102,84;105,07;102,84;102,84;112,11;141,77;102,84;128,92;110,34;-;125,87;118,19;119,93
29.11.2023;06:30;06:45;102,84;110,6;104,16;102,84;102,84;105,07;102,84;102,84;112,11;141,77;102,84;128,92;110,34;-;125,87;118,19;119,93
29.11.2023;06:45;07:00;102,84;110,6;104,16;102,84;102,84;105,07;102,84;102,84;112,11;141,77;102,84;128,92;110,34;-;125,87;118,19;119,93
29.11.2023;07:00;07:15;132,59;136,11;132,95;132,59;135,85;134,48;132,59;132,59;136,26;149,47;135,85;138,54;136,08;-;139,6;139,6;140,05
