Datum;Anfang;Ende;Deutschland/Luxemburg [€/MWh] Originalauflösungen;∅ Anrainer DE/LU [€/MWh] Originalauflösungen;Belgien [€/MWh] Originalauflösungen;Dänemark 1 [€/MWh] Originalauflösungen;Dänemark 2 [€/MWh] Originalauflösungen;Frankreich [€/MWh] Originalauflösungen;Niederlande [€/MWh] Originalauflösungen;Norwegen 2 [€/MWh] Originalauflösungen;Österreich [€/MWh] Originalauflösungen;Polen [€/MWh] Originalauflösungen;Schweden 4 [€/MWh] Originalauflösungen;Schweiz [€/MWh] Originalauflösungen;Tschechien [€/MWh] Originalauflösungen;DE/AT/LU [€/MWh] Originalauflösungen;Italien (Nord) [€/MWh] Originalauflösungen;Slowenien [€/MWh] Originalauflösungen;Ungarn [€/MWh] Originalauflösungen
17.07.2023;07:00;08:00;129,66;82,04;81,56;35,24;35,24;109,5;77,2;36,3;128,2;161,17;6;101,95;130,08;-;109,5;127,75;128,96
17.07.2023;08:00;09:00;112,47;86,34;108,28;43,53;43,53;110,85;107,5;44,83;112,45;161,09;5,63;99,46;112,54;-;112,35;112,35;112,45
17.07.2023;09:00;10:00;94,14;75,54;96,39;32,01;32,01;96,08;89,27;43,06;94,85;157,14;3,32;92,16;94,61;-;103,84;94,92;94,72
17.07.2023;10:00;11:00;77,9;57,13;74,47;33,01;10;77,4;45,68;34;79,02;119,93;3,57;78,51;72,84;-;103,1;78,56;76,25
17.07.2023;11:00;12:00;45,07;44,71;33,78;10,02;2,22;60,81;35;13,44;76,07;111,72;2,22;75,86;70,65;-;104,43;75,4;85,75
17.07.2023;12:00;13:00;0,88;40,4;68,8;0,86;0,86;81,01;-52,65;0,91;77,32;110,92;0,86;77,44;78,04;-;100,79;77,73;83,48
17.07.2023;13:00;14:00;0,63;37,35;0,52;0,59;0,59;25,48;-6,73;0,61;77,34;110,66;0,59;76,48;124,7;-;101,77;90,5;102,9
17.07.2023;14:00;15:00;0;36,09;-1,3;0;0;30,46;-10;0,27;79,09;111,38;0;76,53;110,55;-;105;86,1;99,22
17.07.2023;15:00;16:00;7,18;34,16;7,69;0,06;0,06;19,95;-0,01;3,83;77,39;113,35;0,06;75,97;77,39;-;112,92;91,1;118,24
17.07.2023;16:00;17:00;48,72;48,09;51,76;1,29;1,29;59,01;0;8,01;100,92;139,4;1,29;80,31;85,66;-;128,34;124,78;128,34
17.07.2023;17:00;18:00;75,51;64,02;62,65;13,29;5,86;75,36;57,82;33,99;101,01;162,14;5,86;81,23;105,03;-;133,68;117,26;132,2
17.07.2023;18:00;19:00;85,28;67,67;71,2;16,19;9,66;85,28;66,09;16,68;112,58;168,42;9,66;85,95;102,7;-;131,35;131,35;134,76
17.07.2023;19:00;20:00;106,52;82,29;97,41;21,83;21,83;105,97;94,9;22,48;121,73;179,72;16,93;105,02;117,33;-;150;150;180,81
17.07.2023;20:00;21:00;119,78;88,86;109,21;28,69;28,69;118,3;106,61;29,55;129,94;176,68;16,5;113,46;119,78;-;150;150;189,87
17.07.2023;21:00;22:00;124,31;95,09;124,31;33,01;33,01;125;124,43;33,99;131,98;180,68;16,29;114,85;128,45;-;149,51;149,51;176,18
17.07.2023;22:00;23:00;125;91,01;125,72;33,01;12,6;126,44;125,28;34;129,68;162,19;12,6;107,96;131,67;-;136,66;136,66;142,6
17.07.2023;23:00;00:00;110,44;82,04;110,81;43,12;8,77;111,49;110,44;44,41;114,42;134,77;8,77;100,87;114,52;-;120,63;120,63;123,31
18.07.2023;00:00;01:00;100,05;71,44;99,98;29,1;6,93;100,28;99,66;29,97;101,65;111,37;6,93;97,81;102,15;-;104,13;102,73;103,94
18.07.2023;01:00;02:00;96,3;62,26;68,46;28,26;6,03;86,4;73;29,1;96,43;103,55;6,03;90,32;97,28;-;101;96,12;96,72
18.07.2023;02:00;03:00;87,79;56,78;61,19;25,72;2,2;77,54;66,02;26,49;87,79;101,11;2,2;86,48;87,79;-;96,84;88,47;88,47
18.07.2023;03:00;04:00;86,92;57,77;61,04;33,01;0,83;69,87;69,47;34;86,55;108,15;0,83;86,11;85,61;-;95;86,43;87,01
18.07.2023;04:00;05:00;88,04;58,24;62,98;20,23;1,62;68,55;73,06;47,26;86,79;105,49;1,62;86,25;86,76;-;95;86,72;87,56
18.07.2023;05:00;06:00;96,35;68,47;77,43;64,97;4,82;76,48;88,58;57,97;93,46;97,03;4,82;91,53;96,03;-;95,5;93,22;94,74
18.07.2023;06:00;07:00;103,39;79,88;87,3;88;19,64;96,88;88;64,91;103,37;103,83;17,88;104,9;103,98;-;103,09;103,18;103,6
18.07.2023;07:00;08:00;114,25;95,25;99,34;100,82;96,95;108,65;100,82;66,63;113,94;114,37;20,11;111,62;114,49;-;108,65;113,87;114,2
18.07.2023;08:00;09:00;110;92,17;110;80,23;80,23;110;110;64,71;110;110;20,65;108,05;110;-;110;110;110
18.07.2023;09:00;10:00;93,22;71,56;99,87;22,38;22,38;97,75;85,4;59,64;94,65;93,97;20,55;96,51;94,11;-;112,12;94,73;94,36
18.07.2023;10:00;11:00;82,74;67,09;86,89;37;37;91,8;74,02;47,3;85,17;83,96;20,57;90,11;84,18;-;104,89;85,44;84,67
18.07.2023;11:00;12:00;78,81;65,65;83,86;43,61;43,61;89,74;70;44,91;79,08;79,52;20,7;87,78;79,35;-;108,08;92,5;80,49
18.07.2023;12:00;13:00;79,16;66,51;81,51;45,92;45,92;84,74;75;47,29;84,16;81,09;21,15;84,06;80,81;-;101,67;92,5;83,08
18.07.2023;13:00;14:00;81,18;66,88;77,05;45,91;45,91;80,28;69,12;47,28;94,22;85,48;21,35;84;85,12;-;102,86;88,2;88,65
18.07.2023;14:00;15:00;90,03;65,18;68,83;32,76;32,76;81,66;67,3;54,72;94,74;91,36;21,33;79,84;91,65;-;112,38;92,5;92,91
18.07.2023;15:00;16:00;89,94;64,16;68,26;21;21;81,9;70;60,55;90,27;100,99;21;80,79;89,95;-;120;91,66;90,26
18.07.2023;16:00;17:00;87,5;69,32;74,86;29,36;29,36;84,78;74,4;64,51;107;112,21;20,99;86,98;78,04;-;131,93;105,22;97,56
18.07.2023;17:00;18:00;96,78;95,12;94,17;96,78;96,78;96,9;94,03;65,6;115,91;150,66;21,55;99,7;114,21;-;141,4;141,4;138,08
18.07.2023;18:00;19:00;121,62;111,12;122,37;121,62;121,62;122,45;122,67;67,07;117;149,98;24,5;118,01;135;-;160,02;162,49;159,76
18.07.2023;19:00;20:00;168,26;142,87;168,23;168,26;168,26;168,57;168,26;72,19;164,15;175,07;26,76;123,45;168,37;-;180,85;180,85;191,08
18.07.2023;20:00;21:00;188;164,37;187,97;188;188;188;188;73,99;187,61;188,8;114,37;115,07;188,29;-;188;189,71;190,09
18.07.2023;21:00;22:00;163,8;149,75;164,19;163,8;163,8;164,42;164,21;73,99;159,1;174,95;141,86;118;158,97;-;166;180,05;210,89
18.07.2023;22:00;23:00;139,26;127,11;139,26;139,26;139,26;139,26;139,26;69,57;139,26;139,26;93,95;120,62;139,26;-;139,26;139,26;139,26
18.07.2023;23:00;00:00;111,76;105,31;112,58;111,76;111,76;113,25;112,1;68,5;117,89;146,03;35,1;111,38;118,02;-;115,15;123,38;127,97
19.07.2023;00:00;01:00;108,11;96,26;108,11;108,11;108,11;108,11;108,11;70,1;108,11;108,11;18,33;105,5;108,11;-;108,11;108,11;108,11
19.07.2023;01:00;02:00;101;91,01;101,1;101;101;101,2;101,04;69,44;101,99;105,62;18,09;98,8;101,81;-;101,99;102,52;103,17
19.07.2023;02:00;03:00;97,25;87,14;97,25;97,25;97,25;97,25;97,25;69,28;97,25;97,25;16,96;94,35;97,25;-;97,25;97,25;97,25
19.07.2023;03:00;04:00;96,85;83,99;88,06;95,05;95,05;84,1;95,05;65,53;95,28;99,18;17,8;92,03;96,75;-;96,34;95,21;96,44
19.07.2023;04:00;05:00;98,08;81,37;75,59;93,58;93,58;65,45;93,58;62,09;95,18;106,71;19,33;91,19;98,78;-;96,62;95,56;99,45
19.07.2023;05:00;06:00;104,43;87,4;80;104,43;104,43;74,62;94,9;65,55;100,68;112,87;21,05;98,68;104,17;-;100,26;100,26;102,87
19.07.2023;06:00;07:00;126,44;99,07;73;126,44;126,44;72,47;97,24;70,18;119,98;148,08;29,28;100,64;126,07;-;104,64;118,38;122,4
19.07.2023;07:00;08:00;124,99;108,89;107,54;124,99;124,99;105,06;116,99;70,66;121,66;161,93;34;105,67;124,33;-;117,19;121,44;123,01
19.07.2023;08:00;09:00;117,81;108,62;113,37;117,81;117,81;111,3;116,88;70,78;116,96;161,98;34,93;115,04;117,96;-;118,15;117,88;118,21
19.07.2023;09:00;10:00;99,9;96,44;99,9;99,9;99,9;99,9;99,9;70,65;99,9;157,83;34,03;99,05;99,9;-;119,75;99,9;99,9
19.07.2023;10:00;11:00;88,48;86,45;88,56;88,48;88,48;88,75;88,48;70,7;86,53;129,6;33,41;91,57;96,42;-;111,57;111,57;106,91
19.07.2023;11:00;12:00;80,74;80,9;81,19;80,74;80,74;81,42;81,29;70,77;83;123,97;32,09;83,57;91,16;-;109,99;109,99;104,71
19.07.2023;12:00;13:00;76,83;79,35;77,18;76,83;76,83;77,82;77,22;70,8;82,9;135,23;30,44;80,72;86,88;-;104,87;104,87;100,17
19.07.2023;13:00;14:00;68,66;74,01;69,36;68,66;68,66;70;69,28;66,67;83;125,08;30,18;79,35;83,87;-;109,99;109,99;103,88
19.07.2023;14:00;15:00;62,47;70,99;63,5;62,47;62,47;64,54;63,33;60,66;88,18;120,57;30,13;79,9;85,11;-;123;123;114,85
19.07.2023;15:00;16:00;62,24;72,91;62,95;62,24;62,24;64,21;62,65;60,65;88,38;149,69;30,53;79,81;78,7;-;141,5;113,63;123,07
19.07.2023;16:00;17:00;71,55;77,49;72,28;71,55;71,55;73,03;72,23;68,99;83;142,01;32,42;79,09;86,2;-;154,5;119,54;126,49
19.07.2023;17:00;18:00;75,82;80,48;76,42;75,82;75,82;77,09;76,54;70,61;79,06;157,96;33,99;81,08;80,88;-;160,5;125,64;158,72
19.07.2023;18:00;19:00;94,32;92,54;86,78;94,32;94,32;82,72;94,9;70,41;79,86;162,04;35,46;91,27;125,81;-;192,68;192,68;191,12
19.07.2023;19:00;20:00;112,81;105,17;105;112,81;112,81;102,44;111,81;70,42;104,09;171,49;36,86;120,7;108,49;-;205;175,1;215,89
19.07.2023;20:00;21:00;128,58;115,66;110,05;128,58;128,58;102,33;125,63;70,48;107,22;180,56;51,05;135,27;132,5;-;195,1;195,1;188,12
19.07.2023;21:00;22:00;123,87;114,02;115,98;123,87;123,87;113,04;122,7;70,57;116,98;169,76;36,39;134,25;126,76;-;166,91;166,91;173,17
19.07.2023;22:00;23:00;113,79;109,79;114,91;113,79;113,79;116,03;114,39;70,52;124,9;162,28;35,28;119,97;121,83;-;129,53;129,53;136,32
19.07.2023;23:00;00:00;100,59;97,79;101,73;100,59;100,59;102,63;101,1;70,42;110,24;143,12;30,97;106,58;107,67;-;114,9;114,45;120,45
20.07.2023;00:00;01:00;98,13;91,69;98,55;98,13;98,13;98,98;98,26;72,43;102,44;117,12;26,53;96,7;101,27;-;105,59;104,32;106,94
20.07.2023;01:00;02:00;94,35;87,35;94,38;94,35;94,35;94,5;94,45;71,59;97,99;110,78;22,11;89,34;97;-;102,13;99,6;101,91
20.07.2023;02:00;03:00;83,29;79,41;81,08;82,9;82,9;80,28;82,9;71,35;88,79;110,08;20,22;85,49;87,55;-;95,69;91,34;95,35
20.07.2023;03:00;04:00;82,86;76,57;74,49;80,23;80,23;70,85;80,39;69,99;86,63;106,23;20,23;84,24;88,71;-;92,22;88,22;92,05
20.07.2023;04:00;05:00;86,09;75,27;74,4;71,1;71,1;70,64;82;69,04;88,2;102,1;24,78;84,19;90,47;-;92,74;89,24;92,66
20.07.2023;05:00;06:00;86,36;77,38;76,8;69,98;69,98;72,36;83,88;67,95;90,32;110,11;29,03;88,69;92,04;-;95,22;92,16;96,55
20.07.2023;06:00;07:00;99,51;93,11;98,81;83,5;83,5;99,51;95,83;66,54;109,95;146,69;30,47;102,69;106,74;-;103,26;114,44;121,19
20.07.2023;07:00;08:00;113,95;103,47;108,78;106,45;106,45;109,99;106,45;65,9;114,43;160,36;33,18;111,75;114,45;-;109,99;115,16;116,7
20.07.2023;08:00;09:00;111,45;92,55;111,45;52,11;52,11;111,45;111,45;59,94;111,45;162,3;31,14;103,21;111,45;-;111,45;111,45;111,45
20.07.2023;09:00;10:00;98,87;80,82;98,91;29,82;29,82;98,97;98,87;57,26;99,2;156,48;29,82;91,21;98,69;-;116,62;99,95;99,51
20.07.2023;10:00;11:00;86,72;71,75;86,91;28,59;28,59;87,83;86,3;45,33;85,44;141,54;28,59;83,67;86,49;-;109,57;93,18;88,39
20.07.2023;11:00;12:00;79,16;65,77;74,8;27,59;27,59;85,78;75,66;29,91;83,09;129,14;27,59;81,39;80,91;-;114,99;88;89,58
20.07.2023;12:00;13:00;77,62;63,49;71,6;28,26;28,26;92;68,8;29,11;82,9;108,28;28,26;79,65;81,27;-;104,1;99,58;96,43
20.07.2023;13:00;14:00;69,41;59,5;74,8;27,04;27,04;80,85;59,12;27,85;77,83;103,62;27,04;76,32;73,03;-;104,95;86,49;90,05
20.07.2023;14:00;15:00;69,97;59,54;72,64;25,25;25,25;76,72;64,12;26,01;79,32;106,97;25,25;75,09;78,27;-;120;88,1;90
20.07.2023;15:00;16:00;74,11;60,74;74,49;26,45;26,45;75,03;74,13;27,24;75,78;110,56;26,45;76;75,56;-;122;86,5;81,66
20.07.2023;16:00;17:00;76,51;61,54;75,62;23,94;23,94;77,31;74,9;29;81,58;110,7;23,94;78,99;76,97;-;130,65;83,93;81,65
20.07.2023;17:00;18:00;85,45;70,83;85,8;27,43;27,43;86,32;85,49;51,9;86,09;134,77;27,43;82,4;84,07;-;140,1;97,9;88,32
20.07.2023;18:00;19:00;102,54;84,37;103,31;28,85;28,85;105,15;101,97;59,06;109,92;162,18;28,85;97,48;102,43;-;141,9;134,13;174,34
20.07.2023;19:00;20:00;126,15;95,7;127,27;33,2;33,2;128,66;126,58;65,49;121,93;151,61;33,2;119,7;111,9;-;166;166;250,43
20.07.2023;20:00;21:00;143,55;120,05;144,29;112,44;112,44;145,01;144,15;69,92;135,48;163,95;31,85;128,83;132,18;-;180,79;180,79;242,34
20.07.2023;21:00;22:00;139,3;118,3;129,87;127,54;127,54;125,51;137,19;74,16;138,93;157,59;30,03;122,54;130,39;-;150;157,06;220,1
20.07.2023;22:00;23:00;121,46;112,57;122,41;113,79;113,79;123,33;122;81,35;129,98;159,53;28,32;117,46;126,34;-;125;135,45;147,18
20.07.2023;23:00;00:00;109,4;101,41;109,87;109,4;109,4;110,34;109,66;81,47;113,76;128,91;26,05;105,05;111,55;-;113,76;117,04;125,01
21.07.2023;00:00;01:00;102,07;92,17;101,16;99,9;99,9;101,53;99,9;77,02;101,96;102,99;25,04;103,32;101,2;-;107,06;103,22;107,86
21.07.2023;01:00;02:00;99,67;86,46;91,54;93,67;93,67;88,94;95;75,88;98,57;99,53;20,49;96,3;97,44;-;105,03;98,27;98,76
21.07.2023;02:00;03:00;96,31;83,32;86,99;94,2;94,2;82;94,2;67,74;95,8;96,84;20,27;91,92;92,38;-;100,98;95,35;95,79
21.07.2023;03:00;04:00;94,46;80,2;80,98;91,46;91,46;73,8;91,46;64,97;92,95;95,46;20,06;91,05;88,5;-;97,81;93,13;93,76
21.07.2023;04:00;05:00;96,76;79,94;78,27;92,6;92,6;68,39;92,6;61,58;95,01;98,14;20,17;92,03;88;-;98,48;95,28;96,02
21.07.2023;05:00;06:00;100,67;84,91;84,37;97,05;97,05;75,73;97,05;62,29;100,67;101,42;25,34;96,8;96,2;-;100,61;100,1;100,99
21.07.2023;06:00;07:00;122,13;92,91;88,29;88,29;88,29;81,15;88,29;66,98;115,76;157,19;25,32;105,39;117,02;-;109,43;114,7;117,44
21.07.2023;07:00;08:00;153,77;105,14;104,51;95;95;108,62;95;77,04;144,9;163,83;27,75;104,37;140,55;-;108,62;144,58;146,59
21.07.2023;08:00;09:00;123,26;107,5;111,51;110,79;110,79;111,51;110,79;80,78;120,54;162,76;30,16;111,31;121,58;-;119,76;120,4;121,28
21.07.2023;09:00;10:00;103,09;99,5;103,09;103,09;103,09;103,09;103,09;80,78;103,09;159,35;30,19;102,53;103,09;-;110;103,09;103,09
21.07.2023;10:00;11:00;97,9;88,32;94,13;88;88;95,35;88;81,01;96,95;118,94;29,6;94,06;97,5;-;110,28;96,99;97,3
21.07.2023;11:00;12:00;92,93;85,43;89,16;89,55;89,55;91,72;89,55;80,51;93,35;106,62;29,62;87,3;92,78;-;111,89;94,37;93,9
21.07.2023;12:00;13:00;92,42;81,5;79,19;80,47;80,47;88;80,72;78,14;93,06;109,88;29,09;85,1;92,36;-;102,76;94,54;93,97
21.07.2023;13:00;14:00;84,49;81,48;81,24;77,48;77,48;83,33;77,72;75,24;94,46;132,41;27,47;82,82;86,67;-;102,76;92,8;92,07
21.07.2023;14:00;15:00;83,95;78,27;76,42;74,37;74,37;81,7;74,6;72,21;99,29;112,68;27,11;80,47;87,75;-;108,2;95,66;94,46
21.07.2023;15:00;16:00;83,92;81,13;76,19;73,45;73,45;76,86;73,68;71,32;101,93;149,28;27,01;80,68;88,55;-;109,18;96,31;95,67
21.07.2023;16:00;17:00;89,27;82,53;75,72;73;73;73,78;73;70,67;100,06;164,3;28,18;83,05;93,11;-;115,12;115,12;161,66
21.07.2023;17:00;18:00;96,46;89,52;77,82;87,4;87,4;70,88;87,4;74,32;108,95;165,33;30,78;89,35;105,12;-;123,6;123,6;140,72
21.07.2023;18:00;19:00;103,06;92,69;83,2;84;84;79,94;84;77,09;116,19;171,01;30,98;95,76;113,47;-;127,99;130,62;138,11
21.07.2023;19:00;20:00;124,9;108,54;103,41;124,9;124,9;91,72;121,51;77,73;106,07;168,88;31,94;106,09;136,76;-;140,36;199,3;233,43
21.07.2023;20:00;21:00;132,38;113,95;113,86;132,38;132,38;103,09;130;77,59;114,45;168,54;31,42;106,65;143,06;-;138,91;198,42;227,59
21.07.2023;21:00;22:00;124,99;111,27;110,88;124,99;124,99;103,98;121,7;79,11;129,19;168,33;30,58;106,09;124,09;-;125;147,77;201,24
21.07.2023;22:00;23:00;109,97;106,06;109,85;109,97;109,97;111,38;108,49;79,11;121,9;157,17;30,03;105,43;123,37;-;112,98;127,63;135,42
21.07.2023;23:00;00:00;96,77;94,33;96,79;96,77;96,77;98,21;95,64;77,75;106,11;134,75;27,46;100,08;107,33;-;109,34;111,27;118,55
22.07.2023;00:00;01:00;97,27;91,56;97,77;97,27;97,27;98,14;97,53;77,76;101,67;118,07;21,38;99,77;100,49;-;107;104,62;108,87
22.07.2023;01:00;02:00;98,42;89,85;98,48;98,42;98,42;98,6;98,42;76,07;100,91;110,35;20,82;87,5;100,41;-;107,77;102,44;104,61
22.07.2023;02:00;03:00;93;84,26;93;93;93;93;93;74,08;93;96,45;20,48;84,84;93;-;103,74;93;93
22.07.2023;03:00;04:00;94,36;85,2;94,36;94,36;94,36;94,36;94,36;74,06;94,36;98,5;20,13;84,01;94,36;-;102,08;94,36;94,36
22.07.2023;04:00;05:00;89,93;81,87;89,93;89,93;89,93;89,93;89,93;74,04;89,93;93,82;20,07;83,1;89,93;-;101,89;89,93;89,93
22.07.2023;05:00;06:00;88;80,82;88;88;88;88;88;74,48;88;96,56;20,05;81,95;88;-;99,38;88;88
22.07.2023;06:00;07:00;88,8;83,53;88,8;88,8;88,8;88,8;88,8;78,81;88,8;114,66;20,81;82,96;88,8;-;102,29;88,8;88,8
22.07.2023;07:00;08:00;86,18;81,67;86,18;86,18;86,18;86,18;86,18;82,51;86,18;103,98;24,68;83,96;86,18;-;102,08;86,18;86,18
22.07.2023;08:00;09:00;82,93;79,97;82,93;82,93;82,93;82,93;82,93;76,37;82,93;114,6;26,3;81,89;82,93;-;102,89;82,93;82,93
22.07.2023;09:00;10:00;72,01;71,86;79,54;67,05;67,05;78;90,7;68,92;72,01;92,93;26,19;76,27;71,76;-;104,89;72,84;71,95
22.07.2023;10:00;11:00;59,08;60,07;64;59,08;59,08;64;74,59;62,41;59,45;60,8;25,62;72,61;59,08;-;99,08;59,68;59,18
22.07.2023;11:00;12:00;46,56;46,52;46,56;46,56;46,56;46,56;46,56;47,95;46,56;46,56;23,8;67,44;46,56;-;95,36;46,56;46,56
22.07.2023;12:00;13:00;40,15;39,49;42,77;40,15;23,22;43,84;44,14;41,35;42,8;45,12;23,22;48,37;39,43;-;93,29;41,1;40,09
22.07.2023;13:00;14:00;22,34;23,54;22,34;22,34;21,2;22,34;22,34;23,01;22,34;26,95;21,2;32,51;22,34;-;93,71;22,34;22,34
22.07.2023;14:00;15:00;19,52;22,07;19,52;19,52;19,52;19,52;19,52;20,15;19,52;42,24;19,52;24,23;19,52;-;91,95;19,52;19,52
22.07.2023;15:00;16:00;29,05;30,4;29,05;24,63;24,03;29,05;29,05;29,98;29,05;48,21;20,77;41,53;29,05;-;91,9;29,05;29,05
22.07.2023;16:00;17:00;46,92;46,01;46,95;40,76;40,76;47,12;46,86;54,81;48,59;59,6;22,98;52,63;45;-;95,72;49,19;55,24
22.07.2023;17:00;18:00;70,67;70,09;71,05;70,67;70,67;71,5;70,87;66,95;72,05;112,57;26,23;75,91;62,48;-;103,69;85,26;112,73
22.07.2023;18:00;19:00;86,01;79,96;81,6;85,63;85,63;80;85,44;75,53;87,18;115,8;26,2;83,92;72,62;-;110;110;150,12
22.07.2023;19:00;20:00;99,92;92,17;95,57;99,78;99,78;93,81;99,78;86,42;99,92;129,28;26,89;98,01;84,62;-;115;126,94;179,97
22.07.2023;20:00;21:00;106,83;96,4;97,79;103,86;103,86;97,79;103,86;88,13;106,83;140,41;26,51;105,79;85,59;-;120,4;140,88;228,6
22.07.2023;21:00;22:00;118,75;99,56;90,31;118,75;118,75;76,68;116,15;88,1;115,24;133,25;26,5;105,75;105,67;-;125,2;134,69;173,87
22.07.2023;22:00;23:00;106,43;95,37;95,7;106,43;106,43;95,7;102,62;88,12;106,43;121,62;26,13;104,12;95,79;-;115;124,1;161,29
22.07.2023;23:00;00:00;98,49;89,79;94,62;98,49;98,49;94,62;97,31;88,09;98,49;107,42;22,64;95,71;91,77;-;110;111,71;130,72
23.07.2023;00:00;01:00;87,3;81,89;84,88;87,3;87,3;83,78;87,23;84,6;87,43;112,11;20,66;85,47;79,99;-;106,57;101,78;122,7
23.07.2023;01:00;02:00;79,27;73,46;78,87;79,27;79,27;78,74;79,37;76,67;80,01;84,98;20,3;75,6;75;-;104,48;87,08;100,01
23.07.2023;02:00;03:00;67,89;59,81;54,18;65,44;65,44;47,61;65,41;63,32;66,47;75,37;19,94;68,82;65,94;-;103,92;68,83;74,99
23.07.2023;03:00;04:00;33,22;38,19;33,22;33,22;33,22;33,22;33,22;32,19;33,22;78,72;19,9;56,73;33,22;-;103,4;33,22;33,22
23.07.2023;04:00;05:00;15,78;22,98;14,53;15,78;15,78;14,1;15,09;15,29;17;67,51;15,78;46,87;15;-;102,21;17;19,34
23.07.2023;05:00;06:00;11,09;20,65;11,09;11,09;11,09;11,09;11,09;11,09;11,09;75,25;11,09;52,06;11,09;-;99,11;11,09;11,09
23.07.2023;06:00;07:00;5,08;14,09;5,08;5,08;5,08;5,08;5,08;5,08;5,08;69,55;5,08;39,72;5,07;-;97,78;5,09;5,1
23.07.2023;07:00;08:00;2,88;9,83;2,88;2,88;2,88;2,88;2,88;2,88;2,88;70,91;2,88;11,29;2,88;-;100,66;2,88;2,88
23.07.2023;08:00;09:00;3,42;10,54;3,42;3,42;3,42;3,42;3,42;3,42;3,42;72,41;3,42;12,7;3,42;-;99,99;3,42;3,42
23.07.2023;09:00;10:00;0,09;7,58;0,09;0,09;0,2;0,09;0,09;0,2;0,09;70,17;0,2;12,11;0,09;-;98,23;0,09;0,09
23.07.2023;10:00;11:00;0;9,08;0;3,31;3,49;0;0;3,49;0;85,19;3,49;0,96;0;-;95,29;0;0
23.07.2023;11:00;12:00;-0,03;8,3;-0,03;4,47;4,61;-0,03;-0,03;4,61;0;74;4,61;-0,9;0;-;90,9;0,01;0,03
23.07.2023;12:00;13:00;-0,05;8,35;-0,05;3,93;4,04;-0,05;-0,05;4,04;-0,02;75,08;4,04;0,87;-0,02;-;89,55;-0,01;0
23.07.2023;13:00;14:00;-7,78;4,1;-11,62;0,09;4,07;-0,08;-10,08;4,07;-10,5;78,03;4,07;-8,45;-4,48;-;77,22;22,02;3,09
23.07.2023;14:00;15:00;-12,17;4,24;-20;0,08;8,08;-0,1;-17,01;8,08;-3,72;78,03;8,08;-9,92;-4,96;-;86,36;-0,46;1,67
23.07.2023;15:00;16:00;-7,03;5,21;-11,67;4,81;4,95;-0,1;-9,61;4,95;-6,18;78,59;4,95;-3,39;-9,99;-;91,22;0,97;18,06
23.07.2023;16:00;17:00;-3,81;9,99;-4,8;4,85;12,31;-0,02;-4,19;12,31;-3,81;92,35;12,31;5,14;-16,52;-;96,82;22,12;85,81
23.07.2023;17:00;18:00;0;15,89;0;0;16,35;4,42;0;13,84;0;112,14;16,35;27,16;-15,43;-;99,49;58,62;95,81
23.07.2023;18:00;19:00;28,93;44,79;31,64;28,93;22,14;35,76;27,47;35,14;55,98;113,76;22,14;75,35;44,38;-;98,23;93,96;112,28
23.07.2023;19:00;20:00;66,78;71,53;68,33;66,78;57,22;70,65;66,37;57,48;82,96;107,85;57,22;81,97;70;-;104,48;104,48;122,41
23.07.2023;20:00;21:00;87,24;82,08;88;87,24;87,24;90;87,66;69,96;87,24;119,02;29,45;89,96;67,06;-;109,9;110;209,97
23.07.2023;21:00;22:00;91,76;83,33;94,43;76,46;76,46;95,67;93,67;74,24;91,76;121,19;29,56;93,17;70;-;119,55;119,55;208,89
23.07.2023;22:00;23:00;99,66;82,66;100,34;76,57;27,47;100,81;100,04;74,35;102,07;110,72;27,47;96,23;93,15;-;112,55;112,55;134,3
23.07.2023;23:00;00:00;92,64;77,64;93,67;77,29;25,2;94,27;93,4;75,05;92,64;102,65;25,2;90,16;84,55;-;105,88;105,88;131,59
24.07.2023;00:00;01:00;77,14;63,52;77,14;21,61;21,61;77,14;77,14;60,12;77,14;112,32;21,61;75,76;77,14;-;104,71;77,14;77,14
24.07.2023;01:00;02:00;70,02;58,51;70,02;21,35;21,35;70,02;70,02;55,74;70,02;99,73;21,35;73,94;70,02;-;103,4;70,02;70,02
24.07.2023;02:00;03:00;68,99;57,41;68,99;21,6;21,6;68,99;68,99;51,97;68,99;95,94;21,6;73,85;68,99;-;99,46;68,99;68,99
24.07.2023;03:00;04:00;72,01;59,12;72,01;36,2;21,79;72,01;72,01;40,7;72,01;95,92;21,79;73,89;72,01;-;92,1;72,01;72,01
24.07.2023;04:00;05:00;72,09;59,42;72,09;39,32;21,73;72,09;72,09;40,49;72,09;95,98;21,73;73,9;72,09;-;90;72,09;72,09
24.07.2023;05:00;06:00;87,11;67,65;87,11;35,75;22,69;87,11;87,11;42,95;87,11;100,91;22,69;83,57;87,11;-;90,08;87,11;87,11
24.07.2023;06:00;07:00;102,59;78,04;88,64;59,22;26,67;81,71;99,72;54,85;102,02;119,81;26,67;97,14;102,02;-;102,46;101,81;104,13
24.07.2023;07:00;08:00;113,97;88,21;92,46;58,1;58,1;87,17;111,15;59,83;113,97;137,57;31,61;103,33;117,02;-;111,89;115,49;121,01
24.07.2023;08:00;09:00;115,08;93,41;108,67;58,06;58,06;105,64;113,7;59,79;114,89;154,08;33,85;105,73;115,08;-;114,89;114,89;116,01
24.07.2023;09:00;10:00;105;83,92;105;62,92;28,9;105;105;64,8;105;120,31;28,9;92,29;105;-;111,01;105;105
